OTA,Iteration,Time,Result,Solver
FSM_v2,49,0.010779857635498047,unsafe,z3
FSM_v2,49,0.005125999450683594,unsafe,cvc5
FSM_v2,50,0.04309391975402832,unsafe,Theano_DC
FSM_v2,50,0.04290199279785156,unsafe,Theano_SC
FSM_v2,50,0.011460065841674805,unsafe,z3
FSM_v2,50,0.004808902740478516,unsafe,cvc5
TUI_v3,1,0.04277205467224121,unsafe,Theano_DC
TUI_v3,1,0.04155302047729492,unsafe,Theano_SC
TUI_v3,1,0.015949010848999023,unsafe,z3
TUI_v3,1,0.007754087448120117,unsafe,cvc5
TUI_v3,2,0.042474985122680664,unsafe,Theano_DC
TUI_v3,2,0.04169893264770508,unsafe,Theano_SC
TUI_v3,2,0.010913848876953125,unsafe,z3
TUI_v3,2,0.005218982696533203,unsafe,cvc5
TUI_v3,3,0.042231082916259766,unsafe,Theano_DC
TUI_v3,3,0.04149484634399414,unsafe,Theano_SC
TUI_v3,3,0.010972023010253906,unsafe,z3
TUI_v3,3,0.005049943923950195,unsafe,cvc5
TUI_v3,4,0.0418238639831543,unsafe,Theano_DC
TUI_v3,4,0.04142308235168457,unsafe,Theano_SC
TUI_v3,4,0.010725975036621094,unsafe,z3
TUI_v3,4,0.005097150802612305,unsafe,cvc5
TUI_v3,5,0.04221796989440918,unsafe,Theano_DC
TUI_v3,5,0.04319906234741211,unsafe,Theano_SC
TUI_v3,5,0.010751008987426758,unsafe,z3
TUI_v3,5,0.005378007888793945,unsafe,cvc5
TUI_v3,6,0.04266810417175293,unsafe,Theano_DC
TUI_v3,6,0.04264712333679199,unsafe,Theano_SC
TUI_v3,6,0.010787010192871094,unsafe,z3
TUI_v3,6,0.00526118278503418,unsafe,cvc5
TUI_v3,7,0.06139206886291504,unsafe,Theano_DC
TUI_v3,7,0.04447293281555176,unsafe,Theano_SC
TUI_v3,7,0.01110696792602539,unsafe,z3
TUI_v3,7,0.005360126495361328,unsafe,cvc5
TUI_v3,8,0.043637990951538086,unsafe,Theano_DC
TUI_v3,8,0.04207205772399902,unsafe,Theano_SC
TUI_v3,8,0.010780811309814453,unsafe,z3
TUI_v3,8,0.005814075469970703,unsafe,cvc5
TUI_v3,9,0.04406404495239258,unsafe,Theano_DC
TUI_v3,9,0.042333126068115234,unsafe,Theano_SC
TUI_v3,9,0.011034011840820312,unsafe,z3
TUI_v3,9,0.00530695915222168,unsafe,cvc5
TUI_v3,10,0.04313182830810547,unsafe,Theano_DC
TUI_v3,10,0.04203605651855469,unsafe,Theano_SC
TUI_v3,10,0.011519908905029297,unsafe,z3
TUI_v3,10,0.005054950714111328,unsafe,cvc5
TUI_v3,11,0.06322789192199707,unsafe,Theano_DC
TUI_v3,11,0.0429079532623291,unsafe,Theano_SC
TUI_v3,11,0.011465072631835938,unsafe,z3
TUI_v3,11,0.005645036697387695,unsafe,cvc5
TUI_v3,12,0.04244399070739746,unsafe,Theano_DC
TUI_v3,12,0.041998863220214844,unsafe,Theano_SC
TUI_v3,12,0.011065006256103516,unsafe,z3
TUI_v3,12,0.0052068233489990234,unsafe,cvc5
TUI_v3,13,0.04251503944396973,unsafe,Theano_DC
TUI_v3,13,0.041509151458740234,unsafe,Theano_SC
TUI_v3,13,0.01117396354675293,unsafe,z3
TUI_v3,13,0.0054018497467041016,unsafe,cvc5
TUI_v3,14,0.04176497459411621,unsafe,Theano_DC
TUI_v3,14,0.041433095932006836,unsafe,Theano_SC
TUI_v3,14,0.0108489990234375,unsafe,z3
TUI_v3,14,0.00534510612487793,unsafe,cvc5
TUI_v3,15,0.0427861213684082,unsafe,Theano_DC
TUI_v3,15,0.04181313514709473,unsafe,Theano_SC
TUI_v3,15,0.011117935180664062,unsafe,z3
TUI_v3,15,0.005327939987182617,unsafe,cvc5
TUI_v3,16,0.04204988479614258,unsafe,Theano_DC
TUI_v3,16,0.04249000549316406,unsafe,Theano_SC
TUI_v3,16,0.010740041732788086,unsafe,z3
TUI_v3,16,0.0052149295806884766,unsafe,cvc5
TUI_v3,17,0.04298210144042969,unsafe,Theano_DC
TUI_v3,17,0.043226003646850586,unsafe,Theano_SC
TUI_v3,17,0.011188983917236328,unsafe,z3
TUI_v3,17,0.0055201053619384766,unsafe,cvc5
TUI_v3,18,0.04298901557922363,unsafe,Theano_DC
TUI_v3,18,0.042157888412475586,unsafe,Theano_SC
TUI_v3,18,0.011169195175170898,unsafe,z3
TUI_v3,18,0.0054209232330322266,unsafe,cvc5
